epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,2760.9,1.27384,1.04701,1.43478,0.87134,0.7756,0.86733,0.54894,1.19346,0.87667,1.26243,0.00625,0.00625,0.00625
127,2783.29,1.26563,1.04808,1.42572,0.88899,0.77567,0.84107,0.5412,1.1748,0.90627,1.24539,0.00622,0.00622,0.00622
128,2805.65,1.2823,1.07299,1.41181,0.87793,0.77202,0.83975,0.5523,1.15575,0.89379,1.22893,0.00619,0.00619,0.00619
129,2828.36,1.30134,1.06896,1.42948,0.84536,0.78889,0.84586,0.5278,1.20163,0.89622,1.27634,0.00616,0.00616,0.00616
130,2851,1.28688,1.07037,1.42232,0.84303,0.79096,0.85575,0.54041,1.13054,0.89361,1.23323,0.00613,0.00613,0.00613
131,2873.96,1.28978,1.04561,1.42159,0.86907,0.7742,0.85345,0.53961,1.22483,0.87439,1.27987,0.0061,0.0061,0.0061
132,2897.18,1.26841,1.03829,1.41675,0.82347,0.75843,0.82122,0.48772,1.33395,0.95861,1.31925,0.00607,0.00607,0.00607
133,2919.15,1.29078,1.06185,1.41389,0.88994,0.80522,0.87116,0.55611,1.20046,0.85596,1.24561,0.00604,0.00604,0.00604
134,2941.71,1.26281,1.04169,1.40793,0.90918,0.79515,0.86087,0.54607,1.3144,0.82971,1.33561,0.00601,0.00601,0.00601
135,2964.24,1.27828,1.03424,1.41784,0.87436,0.79417,0.85559,0.52634,1.25936,0.85828,1.28444,0.00598,0.00598,0.00598
136,2987.12,1.27447,1.04335,1.40693,0.83579,0.8085,0.85369,0.51765,1.36123,0.87158,1.35644,0.00595,0.00595,0.00595
137,3008.51,1.25466,1.02664,1.39904,0.91403,0.81626,0.86908,0.5564,1.18458,0.81076,1.25816,0.00592,0.00592,0.00592
138,3029.44,1.26232,1.04083,1.40837,0.8552,0.80733,0.86127,0.54177,1.17853,0.87134,1.29265,0.00589,0.00589,0.00589
139,3050.27,1.27423,1.01366,1.39479,0.87503,0.79548,0.85121,0.52883,1.24848,0.85618,1.30872,0.00586,0.00586,0.00586
140,3071.01,1.27995,1.0367,1.41075,0.85719,0.78301,0.86488,0.51129,1.25769,0.91272,1.27859,0.00583,0.00583,0.00583
141,3091.77,1.25379,1.02859,1.39405,0.91189,0.78391,0.87219,0.54218,1.21615,0.80942,1.26016,0.0058,0.0058,0.0058
142,3112.41,1.26338,1.02229,1.38685,0.88535,0.83012,0.88278,0.59269,1.08482,0.76078,1.20177,0.00577,0.00577,0.00577
143,3133.3,1.27831,1.02202,1.41204,0.88563,0.77315,0.8597,0.51926,1.29078,0.87896,1.27508,0.00574,0.00574,0.00574
144,3154.07,1.24383,1.00905,1.397,0.85747,0.81359,0.87146,0.56829,1.19713,0.8367,1.23017,0.00571,0.00571,0.00571
145,3175.02,1.25543,1.03101,1.42615,0.89406,0.8097,0.87256,0.56104,1.16836,0.83181,1.23345,0.00568,0.00568,0.00568
146,3196.05,1.25667,0.98944,1.38571,0.9017,0.77366,0.87941,0.55682,1.27346,0.81926,1.29279,0.00565,0.00565,0.00565
147,3218.11,1.26206,1.01869,1.39752,0.88582,0.79662,0.87338,0.57977,1.12485,0.80428,1.23356,0.00562,0.00562,0.00562
148,3239.44,1.26093,1.01056,1.40148,0.83166,0.78198,0.84555,0.51312,1.26042,0.89178,1.29371,0.00559,0.00559,0.00559
149,3260.36,1.23956,1.00037,1.36068,0.86501,0.78771,0.86588,0.55442,1.184,0.81698,1.23018,0.00556,0.00556,0.00556
150,3281.16,1.24456,1.01564,1.38277,0.86227,0.8031,0.8685,0.5445,1.20744,0.84653,1.23427,0.00553,0.00553,0.00553
151,3301.76,1.2357,1.022,1.37891,0.87875,0.81584,0.89211,0.58424,1.1388,0.80458,1.22619,0.0055,0.0055,0.0055
152,3323.25,1.21055,0.97066,1.3667,0.87436,0.78346,0.86055,0.55598,1.07229,0.8195,1.18452,0.00547,0.00547,0.00547
153,3344.03,1.24063,1.00716,1.39271,0.85163,0.79903,0.86424,0.54439,1.14654,0.85743,1.21307,0.00544,0.00544,0.00544
154,3365.28,1.24352,0.99421,1.37753,0.87198,0.79875,0.88019,0.57333,1.12627,0.80008,1.20334,0.00541,0.00541,0.00541
155,3387.01,1.2317,0.98876,1.37037,0.93154,0.83664,0.9116,0.5988,1.10645,0.734,1.19477,0.00538,0.00538,0.00538
156,3407.94,1.21836,0.96899,1.36298,0.88859,0.81198,0.89088,0.56499,1.1805,0.7885,1.24557,0.00535,0.00535,0.00535
157,3428.99,1.21848,0.9587,1.35684,0.88942,0.8098,0.87836,0.5526,1.20017,0.83472,1.23819,0.00532,0.00532,0.00532
158,3449.96,1.24472,0.99837,1.39456,0.91158,0.8011,0.89998,0.56553,1.19143,0.84463,1.24587,0.00529,0.00529,0.00529
159,3470.81,1.23727,0.99357,1.37746,0.92037,0.77792,0.89069,0.53591,1.28483,0.81583,1.29755,0.00526,0.00526,0.00526
160,3491.78,1.21246,0.95207,1.37452,0.88835,0.84551,0.89865,0.57364,1.18521,0.76114,1.24908,0.00523,0.00523,0.00523
161,3512.62,1.23894,0.98531,1.39402,0.88042,0.82224,0.88993,0.57068,1.17127,0.83695,1.22469,0.0052,0.0052,0.0052
162,3534.06,1.19933,0.95327,1.35689,0.87401,0.81326,0.88601,0.55689,1.20179,0.81663,1.24839,0.00517,0.00517,0.00517
163,3554.78,1.23833,0.9739,1.37566,0.85912,0.82039,0.88369,0.56861,1.11232,0.82696,1.20395,0.00514,0.00514,0.00514
164,3575.47,1.23541,0.97532,1.36925,0.89112,0.81426,0.88379,0.57468,1.1717,0.81834,1.22592,0.00511,0.00511,0.00511
165,3596.03,1.21607,0.97625,1.36116,0.87929,0.80608,0.89141,0.57997,1.14029,0.83314,1.19037,0.00508,0.00508,0.00508
166,3616.58,1.22583,0.96698,1.37729,0.91267,0.76721,0.89188,0.58129,1.1355,0.80538,1.18852,0.00505,0.00505,0.00505
167,3637.19,1.22036,0.96696,1.37121,0.87431,0.8031,0.86961,0.56417,1.14636,0.83176,1.22826,0.00502,0.00502,0.00502
168,3657.7,1.21791,0.95561,1.36637,0.90222,0.80992,0.89491,0.56616,1.18249,0.79339,1.23347,0.00499,0.00499,0.00499
169,3678.23,1.20041,0.94252,1.37516,0.89596,0.81896,0.89082,0.58106,1.1745,0.75481,1.24675,0.00496,0.00496,0.00496
170,3698.81,1.21406,0.95931,1.35207,0.89832,0.84802,0.90004,0.59864,1.08557,0.75062,1.18831,0.00493,0.00493,0.00493
171,3719.31,1.23592,0.99386,1.38437,0.87041,0.82345,0.882,0.55929,1.2323,0.83066,1.28281,0.0049,0.0049,0.0049
172,3739.83,1.21081,0.97237,1.38025,0.87477,0.8145,0.89052,0.56831,1.21296,0.81093,1.25667,0.00487,0.00487,0.00487
173,3760.3,1.21732,0.97384,1.37441,0.87221,0.81167,0.88348,0.5655,1.10624,0.81808,1.21271,0.00484,0.00484,0.00484
174,3780.73,1.22255,0.95567,1.37802,0.88785,0.84258,0.90035,0.58057,1.11961,0.77711,1.2183,0.00481,0.00481,0.00481
175,3801.23,1.21117,0.97185,1.36334,0.89687,0.86994,0.91258,0.60152,1.04073,0.7216,1.1661,0.00478,0.00478,0.00478
176,3821.77,1.23491,0.95609,1.36999,0.90568,0.8444,0.89508,0.56487,1.15521,0.78227,1.22028,0.00475,0.00475,0.00475
177,3842.26,1.2228,0.9664,1.37075,0.89417,0.83922,0.90284,0.60052,1.03507,0.76116,1.15476,0.00472,0.00472,0.00472
178,3862.72,1.21581,0.92391,1.3664,0.9017,0.85763,0.90875,0.59795,1.11566,0.68289,1.18933,0.00469,0.00469,0.00469
179,3883.26,1.19831,0.94775,1.35089,0.8572,0.81317,0.87367,0.55163,1.22222,0.84231,1.25052,0.00466,0.00466,0.00466
180,3903.72,1.20927,0.9503,1.35597,0.90552,0.84774,0.89792,0.58003,1.2154,0.74484,1.252,0.00463,0.00463,0.00463
181,3924.1,1.20386,0.95662,1.34348,0.88156,0.83914,0.90785,0.60547,1.0395,0.74279,1.15095,0.0046,0.0046,0.0046
182,3944.56,1.21963,0.9502,1.3577,0.84462,0.82489,0.89084,0.55682,1.1742,0.85986,1.21578,0.00457,0.00457,0.00457
183,3965.01,1.19038,0.92505,1.35378,0.86152,0.80906,0.87678,0.5417,1.27137,0.86498,1.27368,0.00454,0.00454,0.00454
184,3985.5,1.20011,0.94537,1.35421,0.87839,0.82774,0.88995,0.58478,1.15149,0.76247,1.18687,0.00451,0.00451,0.00451
185,4005.95,1.21076,0.93582,1.36008,0.911,0.85078,0.90616,0.61458,1.06244,0.68708,1.1601,0.00448,0.00448,0.00448
186,4026.4,1.19477,0.91235,1.34439,0.88811,0.86548,0.91217,0.60458,1.13447,0.7289,1.20014,0.00445,0.00445,0.00445
187,4046.86,1.18052,0.92388,1.35009,0.89962,0.85009,0.90136,0.60302,1.08195,0.71304,1.1989,0.00442,0.00442,0.00442
